geneCluster	Gene	Annotation	Min.group.size	Max.group.size	Avg.group.size	num_isolates	num_sequences	av_seq_per_isolate	num_basal_isolates	num_basal_seq	num_derived_isolates	num_derived_seq	num_flex_isolates	num_flex_seq	num_restricted_isolates	num_restricted_seq	GO_terms	KEGG_KOs	COG.cat	eggNOG.annot
GC00000976_r1_1	hypothetical	NA	77	678	653.0581395	83	84	0.98823529	7	7	76	77	25	25	58	59	"GO:0000270,GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008360,GO:0008658,GO:0009002,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009274,GO:0009276,GO:0009636,GO:0009987,GO:0016020,GO:0016021,GO:0016787,GO:0017171,GO:0022603,GO:0022604,GO:0030203,GO:0030312,GO:0030313,GO:0031224,GO:0031226,GO:0031406,GO:0031975,GO:0033218,GO:0033293,GO:0034645,GO:0042221,GO:0042493,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046677,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0065007,GO:0065008,GO:0070008,GO:0070011,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0071972,GO:0097159,GO:1901135,GO:1901137,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901681"	"K05515,K18149"	M	penicillin-binding protein 2
GC00001067_r1_1	mipA	MltA-interacting_	164	279	268.5176471	83	83	0.97647059	6	6	77	77	25	25	58	58	"GO:0000270,GO:0005575,GO:0005623,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009279,GO:0009987,GO:0016020,GO:0019867,GO:0030203,GO:0030312,GO:0030313,GO:0031975,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044462,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"	K07274	M	MltA-interacting protein
GC00001104_r1_1	hypothetical	NA	178	678	645.3488372	84	85	1	7	7	77	78	26	27	58	58	NA	"K03442,K16052"	M	Mechanosensitive ion channel
GC00001392_r1_1	murB	UDP-N-acetylenolpyruvoylglucosamine_reducta	220	413	379.4352941	84	84	0.98823529	7	7	77	77	27	27	57	57	"GO:0000166,GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008360,GO:0008762,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0022603,GO:0022604,GO:0030203,GO:0034645,GO:0036094,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0048037,GO:0050660,GO:0050662,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0055114,GO:0065007,GO:0065008,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576"	K00075	M	cell wall formation (By similarity)
GC00001428_2	mreD	Rod_shape-determining_protein_MreD	159	165	161.1058824	83	83	0.97647059	7	7	76	76	25	25	58	58	"GO:0000003,GO:0000910,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0007049,GO:0008150,GO:0008360,GO:0009274,GO:0009276,GO:0009987,GO:0016020,GO:0019954,GO:0022402,GO:0022603,GO:0022604,GO:0030312,GO:0030313,GO:0031975,GO:0032505,GO:0043093,GO:0044464,GO:0044699,GO:0044763,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051301,GO:0065007,GO:0065008,GO:0071944"	K03571	M	Rod shape-determining protein MreD
GC00001429_2	mreC	Cell_shape-determining_protein_MreC	228	334	289.3764706	83	83	0.97647059	7	7	76	76	25	25	58	58	"GO:0000003,GO:0000910,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0007049,GO:0007163,GO:0008150,GO:0008360,GO:0009273,GO:0009274,GO:0009276,GO:0009987,GO:0016020,GO:0019954,GO:0022402,GO:0022603,GO:0022604,GO:0030312,GO:0030313,GO:0030428,GO:0031975,GO:0032505,GO:0042546,GO:0042597,GO:0043093,GO:0043164,GO:0044085,GO:0044464,GO:0044699,GO:0044763,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051301,GO:0065007,GO:0065008,GO:0071554,GO:0071840,GO:0071944,GO:0071963"	K03570	M	Involved in formation and maintenance of cell shape (By similarity)
GC00001468	ompW	Outer_membrane_protein_W	207	220	210.8941176	83	83	0.97647059	7	7	76	76	27	27	56	56	"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"	K07275	M	outer membrane protein W
GC00000355_3	hypothetical	NA	106	427	393.8588235	82	82	0.96470588	7	7	75	75	26	26	56	56	"GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0016020,GO:0022892,GO:0032940,GO:0033036,GO:0044699,GO:0044763,GO:0044765,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702"	"K01993,K02005"	M	secretion protein
GC00000649_r1_r1_1	lpxK	Tetraacyldisaccharide_4'-kina	44	404	369.3139535	82	84	0.98823529	7	7	75	77	24	24	58	60	"GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005975,GO:0005976,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008654,GO:0009029,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019637,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044710,GO:0044723,GO:0046401,GO:0046467,GO:0046493,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576"	K00912	M	"Transfers the gamma-phosphate of ATP to the 4'-position of a tetraacyldisaccharide 1-phosphate intermediate (termed DS-1- P) to form tetraacyldisaccharide 1,4'-bis-phosphate (lipid IVA) (By similarity)"
GC00000840_r1_r1_1	hypothetical	NA	152	564	527.9764706	82	83	0.97647059	7	7	75	76	24	25	58	58	"GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008654,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009245,GO:0009247,GO:0009274,GO:0009276,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0019637,GO:0030312,GO:0030313,GO:0031975,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0044710,GO:0044723,GO:0046401,GO:0046467,GO:0046493,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576"	K02527	M	3-Deoxy-D-manno-octulosonic-acid transferase
GC00000854_r1_1	lptE	LPS-assembly_lipoprotein_LptE	91	248	233.3411765	82	83	0.97647059	7	7	75	76	24	25	58	58	NA	K03643	M	Rare lipoprotein B
GC00000977_r1_1	murE	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,_6-diaminopimelate_liga"	550	591	572.547619	82	82	0.96470588	7	7	75	75	24	24	58	58	"GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008765,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0030203,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0047482,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"	"K01928,K15792"	M	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan (By similarity)
GC00001004_r1_1	hypothetical	NA	86	319	273.8928571	82	82	0.96470588	7	7	75	75	24	24	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0017038,GO:0031224,GO:0033036,GO:0042886,GO:0043213,GO:0044425,GO:0044464,GO:0044699,GO:0044765,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944"	K03646	M	Cell envelope integrity inner membrane protein TolA
GC00001055_r1_1	rsmJ	Ribosomal_RNA_small_subunit_methyltransferase_J	290	328	300.952381	82	82	0.96470588	7	7	75	75	24	24	58	58	"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0008990,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036308,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:1901360"	K15984	M	Specifically methylates the guanosine in position 1516 of 16S rRNA (By similarity)
GC00001471	hypothetical	NA	105	592	557.0823529	82	82	0.96470588	7	7	75	75	26	26	56	56	"GO:0003674,GO:0005215,GO:0006810,GO:0008150,GO:0009987,GO:0015562,GO:0022857,GO:0044699,GO:0044763,GO:0044765,GO:0051179,GO:0051234,GO:0055085"	NA	M	Outer membrane efflux protein
GC00000093_r1_1_p2	hypothetical	NA	81	455	377.5517241	81	84	0.98823529	6	6	75	78	24	24	57	60	"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0031160,GO:0044464,GO:0071944"	K16291	M	ErfK YbiS YcfS YnhG family protein
GC00000794_4	hypothetical	NA	219	482	458.047619	81	82	0.96470588	7	7	74	75	25	25	56	57	NA	"K00012,K00066"	M	UDP-glucose 6-dehydrogenase
GC00000885_r1_1	hypothetical	NA	119	761	661.3023256	81	81	0.95294118	7	7	74	74	24	24	57	57	NA	K07259	M	D-alanyl-D-alanine carboxypeptidase
GC00001039_r1_r1_r1_1	ywnH	Putative_phosphinothricin_acetyltransferase_YwnH	182	273	207.5180723	81	81	0.95294118	6	6	75	75	23	23	58	58	NA	K03823	M	Gcn5-related n-acetyltransferase
GC00000031_3	hypothetical	NA	45	599	551.8536585	81	81	0.95294118	7	7	74	74	24	24	57	57	NA	K03442	M	Mechanosensitive ion channel
GC00001350_r1_1	hypothetical	NA	135	392	331.2771084	80	80	0.94117647	7	7	73	73	22	22	58	58	NA	K07001	M	K07001 NTE family protein
GC00000238_r1_r1_r1_1	hypothetical	NA	167	398	360.2072072	79	108	1.27058824	7	9	72	99	26	32	53	76	NA	NA	M	Gram-negative porin
GC00000105_3	hypothetical	NA	59	564	495.8641975	77	77	0.90588235	0	0	77	77	19	19	58	58	"GO:0005575,GO:0005576"	K03797	M	protease
GC00000161_r1_2	rlpA	Endolytic_peptidoglycan_transglycosylase_RlpA	198	206	204.278481	78	78	0.91764706	0	0	78	78	20	20	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03642	M	rare lipoprotein a
GC00000405_3	oprM	Outer_membrane_protein_OprM	581	623	605.5443038	78	78	0.91764706	0	0	78	78	20	20	58	58	NA	"K18139,K18147"	M	"RND efflux system, outer membrane lipoprotein"
GC00000095_r1_r1_1	Immunogenic	_MPB70	148	196	184.1153846	76	76	0.89411765	0	0	76	76	18	18	58	58	NA	NA	M	Beta-Ig-H3 fasciclin
GC00000161_r1_1	rlpA	Endolytic_peptidoglycan_transglycosylase_RlpA	120	122	120.0253165	76	76	0.89411765	0	0	76	76	18	18	58	58	NA	K03642	M	rare lipoprotein A
GC00000543_r1_1	hypothetical	NA	130	382	355.1348315	76	86	1.01176471	7	7	69	79	24	26	52	60	"GO:0000271,GO:0005575,GO:0005623,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009279,GO:0009987,GO:0016020,GO:0016043,GO:0016051,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044462,GO:0044464,GO:0044699,GO:0044723,GO:0044763,GO:0045226,GO:0045227,GO:0045229,GO:0045230,GO:0046379,GO:0071704,GO:0071840,GO:0071944,GO:1901576"	K01991	M	polysaccharide export protein
GC00000095_r1_r1_2	Immunogenic	_MPB70	197	316	222.9032258	75	91	1.07058824	0	0	75	91	17	17	58	74	NA	NA	M	Beta-Ig-H3 fasciclin
GC00000461_r1_r1_r1_r1_1	hypothetical	NA	114	1236	1100.024691	75	75	0.88235294	0	0	75	75	17	17	58	58	"GO:0005575,GO:0005623,GO:0006810,GO:0008104,GO:0008150,GO:0009279,GO:0009306,GO:0009987,GO:0015031,GO:0016020,GO:0016021,GO:0019867,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031975,GO:0032940,GO:0032991,GO:0033036,GO:0043234,GO:0044425,GO:0044462,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0045184,GO:0045203,GO:0046903,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702,GO:0071944,GO:0097347"	"K07277,K07278"	M	surface antigen
GC00000557_8	hypothetical	NA	104	479	383.9746835	76	78	0.91764706	6	7	70	71	22	23	54	55	"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"	K03098	M	Lipocalin-like domain
GC00000600_r1_r1_r1_1	hypothetical	NA	38	329	261.1265823	75	75	0.88235294	0	0	75	75	17	17	58	58	"GO:0000003,GO:0000910,GO:0000917,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0019954,GO:0022402,GO:0022607,GO:0031224,GO:0031226,GO:0032153,GO:0032155,GO:0032505,GO:0032506,GO:0043093,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044763,GO:0051301,GO:0071840,GO:0071944,GO:0090529"	K03589	M	"Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic. May control correct divisome assembly (By similarity)"
GC00000765_r1_r1_1	hypothetical	NA	77	696	629.4197531	74	76	0.89411765	0	0	74	76	18	20	56	56	NA	NA	M	Mechanosensitive ion channel
GC00000072_3	galE	UDP-glucose_4-epimera	113	372	342.0126582	70	77	0.90588235	3	3	67	74	19	20	51	57	NA	K01784	M	udp-glucose 4-epimerase
GC00000724_7	hypothetical	NA	365	455	425.0694444	71	71	0.83529412	0	0	71	71	14	14	57	57	NA	NA	M	"Efflux transporter, RND family, MFP subunit"
GC00001607_r1_1	hypothetical	NA	256	320	265.6805556	70	70	0.82352941	0	0	70	70	17	17	53	53	NA	K03286	M	Membrane
GC00001677_r1_1	hypothetical	NA	88	323	289.9589041	70	70	0.82352941	0	0	70	70	17	17	53	53	NA	K03832	M	TonB family
GC00000009_r1_1	hypothetical	NA	102	576	497.4342105	69	73	0.85882353	0	0	69	73	16	19	53	54	"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"	K03286	M	OmpA MotB
GC00001356_r1_r1_r1_1	murI	Glutamate_racema	298	361	328.5211268	69	69	0.81176471	0	0	69	69	15	15	54	54	"GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008881,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016853,GO:0016854,GO:0016855,GO:0030203,GO:0034645,GO:0036361,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044699,GO:0044710,GO:0044763,GO:0047661,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"	K01776	M	Provides the (R)-glutamate required for cell wall biosynthesis (By similarity)
GC00001548_7	hypothetical	NA	67	556	480.1756757	70	73	0.85882353	0	0	70	73	14	15	56	58	NA	K07126	M	Sel1 domain protein repeat-containing protein
GC00000301_4	pglF	UDP-N-acetyl-alpha-D-glucosamine_C6_dehydrata	86	681	617.0266667	68	73	0.85882353	3	3	65	70	20	21	48	52	"GO:0000030,GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009243,GO:0009274,GO:0009276,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0016853,GO:0016854,GO:0016857,GO:0030312,GO:0030313,GO:0031975,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0044710,GO:0044723,GO:0046402,GO:0071704,GO:0071944,GO:1901135,GO:1901137,GO:1901576"	"K01710,K13013"	M	Polysaccharide biosynthesis protein
GC00000181_r1_r1_r1_1	hypothetical	NA	102	385	323.44	67	73	0.85882353	6	6	61	67	21	24	46	49	NA	K03646	M	Inherit from proNOG: Cell division and transport-associated protein TolA
GC00001630	mscL	Large-conductance_mechanosensitive_channel	87	151	146.6103896	67	76	0.89411765	7	7	60	69	20	23	47	53	"GO:0003674,GO:0005215,GO:0005216,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006884,GO:0008150,GO:0008381,GO:0009987,GO:0009992,GO:0015075,GO:0015267,GO:0016020,GO:0019725,GO:0022803,GO:0022833,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022891,GO:0022892,GO:0030104,GO:0034220,GO:0042592,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0048878,GO:0051179,GO:0051234,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071944"	K03282	M	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell (By similarity)
GC00001506_r1_1	hypothetical	NA	73	182	154.9135802	66	80	0.94117647	5	5	61	75	16	18	50	62	"GO:0003674,GO:0003824,GO:0004143,GO:0005575,GO:0005623,GO:0005886,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016021,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0031224,GO:0044237,GO:0044425,GO:0044464,GO:0071944"	K00901	M	Diacylglycerol kinase
GC00000235_r1_2	hypothetical	NA	100	829	465.6666667	63	65	0.76470588	0	0	63	65	9	9	54	56	"GO:0003674,GO:0003824,GO:0006629,GO:0008150,GO:0008152,GO:0008168,GO:0008610,GO:0008757,GO:0008825,GO:0009058,GO:0016740,GO:0016741,GO:0032259,GO:0044238,GO:0044710,GO:0071704,GO:1901576"	K00574	M	cyclopropane-fatty-acyl-phospholipid synthase
GC00000031_5	hypothetical	NA	114	346	310.2307692	62	63	0.74117647	7	8	55	55	17	18	45	45	NA	K03442	M	mechanosensitive
GC00000082_r1_r1_r1_1	epsF	Putative_glycosyltransferase_EpsF	79	398	350.7887324	61	136	1.6	5	9	56	127	19	36	42	100	NA	NA	M	glycosyl transferase group 1
GC00000307_r1_3	hypothetical	NA	73	405	204.0454545	60	64	0.75294118	0	0	60	64	15	17	45	47	NA	"K03606,K15915"	M	Transferase
GC00000009_r1_r1_3	pal	Peptidoglycan-associated_l	59	240	208.647482	57	138	1.62352941	0	0	57	138	14	24	43	114	NA	K03286	M	Ompa motb domain protein
GC00001783	ugd	UDP-glucose_6-dehydrogena	49	435	366.7903226	49	61	0.71764706	6	9	43	52	13	17	36	44	"GO:0000271,GO:0003674,GO:0003824,GO:0003979,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0016051,GO:0016491,GO:0016614,GO:0016616,GO:0043170,GO:0044238,GO:0044710,GO:0044723,GO:0055114,GO:0071704,GO:1901576"	K00012	M	UDP-glucose 6-dehydrogenase
GC00001842_2	hypothetical	NA	235	279	240.72	49	49	0.57647059	0	0	49	49	2	2	47	47	NA	NA	M	Glycosyl Transferase Family
GC00001876	hypothetical	NA	65	310	215.5576923	48	50	0.58823529	6	7	42	43	14	15	34	35	NA	NA	M	N-acetylmuramoyl-L-alanine amidase
GC00001889	hypothetical	NA	59	363	325.4509804	48	49	0.57647059	5	5	43	44	19	19	29	30	NA	NA	M	glycosyl transferase family 2
GC00001782_2	wbpA	UDP-N-acetyl-D-glucosamine_6-dehydrogena	179	431	415.2941176	48	51	0.6	3	3	45	48	16	17	32	34	"GO:0000271,GO:0005575,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0016020,GO:0016051,GO:0043170,GO:0044238,GO:0044723,GO:0071704,GO:1901576"	"K00066,K02472,K02474,K13015"	M	Dehydrogenase
GC00001832_3	mshA	D-inositol-3-phosphate_glycosyltransfera	32	468	418	47	49	0.57647059	5	5	42	44	18	19	29	30	NA	NA	M	group 1 glycosyl transferase
GC00001870_r1_r1_1	hypothetical	NA	130	661	536.5652174	42	43	0.50588235	5	5	37	38	16	16	26	27	NA	"K00694,K01210"	M	glycosyl transferase family
GC00001956	hypothetical	NA	221	250	229.7045455	43	44	0.51764706	5	5	38	39	17	17	26	27	NA	NA	M	Glycosyl transferase
GC00000072_r1_r1_1	hypothetical	NA	42	341	322.6046512	41	43	0.50588235	3	3	38	40	7	7	34	36	"GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009243,GO:0009987,GO:0016043,GO:0016051,GO:0016853,GO:0016854,GO:0016857,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044699,GO:0044710,GO:0044723,GO:0044763,GO:0045226,GO:0045227,GO:0045229,GO:0045230,GO:0046379,GO:0046402,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901576"	"K01784,K08679"	M	epimerase
GC00001512_r1_r1_2	hypothetical	NA	54	876	807.0697674	39	39	0.45882353	0	0	39	39	6	6	33	33	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0016020,GO:0044424,GO:0044464,GO:0071944"	K07266	M	Capsule polysaccharide
GC00001973	hypothetical	NA	222	671	501.047619	40	41	0.48235294	7	7	33	34	16	17	24	24	NA	K12543	M	Outer membrane efflux protein
GC00001981	hypothetical	NA	137	414	397.0714286	39	40	0.47058824	0	0	39	40	6	6	33	34	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K07265	M	capsule polysaccharide
GC00001982	kpsD	Polysialic_acid_transport_protein_KpsD	120	593	577.3809524	39	39	0.45882353	0	0	39	39	6	6	33	33	"GO:0005575,GO:0005623,GO:0042597,GO:0044464"	NA	M	polysaccharide export protein
GC00001999	hypothetical	NA	338	371	368.1219512	39	39	0.45882353	0	0	39	39	6	6	33	33	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"K01992,K10107"	M	capsule polysaccharide export inner-membrane protein
GC00001864_r1_1	pglA	"N,_N'-diacetylbacillosaminyl-diphospho-undecaprenol_alpha-1,3-N-acetylgalactosaminyltransfera"	80	386	352.6046512	37	40	0.47058824	2	2	35	38	12	12	25	28	NA	K13004	M	glycosyl transferase group 1
GC00000069_r1_r1_r1_r1_r1_r1_r1_1	hypothetical	NA	144	343	291.4693878	38	49	0.57647059	1	1	37	48	6	11	32	38	NA	NA	M	glycosyl transferase family
GC00000072_6	rffG	"TDP-glucose_4,6-dehydratase_2"	284	365	352.3333333	33	35	0.41176471	2	2	31	33	8	8	25	27	"GO:0000166,GO:0000271,GO:0003674,GO:0003824,GO:0005488,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008460,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0016051,GO:0016829,GO:0016835,GO:0016836,GO:0033692,GO:0034637,GO:0034645,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044710,GO:0044723,GO:0045226,GO:0046379,GO:0048037,GO:0050662,GO:0051287,GO:0070404,GO:0071704,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901576"	K01710	M	"dtdp-glucose 4,6-dehydratase"
GC00000072_7	wbgU	UDP-N-acetylglucosamine_4-epimera	52	351	333.6666667	34	36	0.42352941	2	2	32	34	13	13	21	23	"GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0016051,GO:0016853,GO:0016854,GO:0016857,GO:0043170,GO:0044238,GO:0044723,GO:0071704,GO:1901576"	"K01784,K02473"	M	Nad-dependent epimerase dehydratase
